Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
1,2011-08-26,87.9600,3.5230,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,215.7332,7.9620,False
1,2011-09-02,87.8300,3.5330,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,215.7971,7.9620,False
1,2011-09-09,76.0000,3.5460,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,215.8611,7.9620,True
1,2011-09-16,79.9400,3.5260,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,216.0411,7.9620,False
1,2011-09-23,75.8000,3.4670,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,216.3758,7.9620,False
1,2011-09-30,79.6900,3.3550,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,216.7106,7.9620,False
1,2011-10-07,69.3100,3.2850,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,217.0454,7.8660,False
1,2011-10-14,71.7400,3.2740,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,217.3553,7.8660,False
1,2011-10-21,63.7100,3.3530,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,217.5160,7.8660,False
1,2011-10-28,66.5700,3.3720,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,217.6767,7.8660,False
1,2011-11-04,54.9800,3.3320,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,217.8374,7.8660,False
1,2011-11-11,59.1100,3.2970,10382.9000,6115.6700,215.0700,2406.6200,6551.4200,217.9981,7.8660,False
1,2011-11-18,62.2500,3.3080,6074.1200,254.3900,51.9800,427.3900,5988.5700,218.2205,7.8660,False
1,2011-11-25,60.1400,3.2360,410.3100,98.0000,55805.5100,8.0000,554.9200,218.4676,7.8660,True
1,2011-12-02,48.9100,3.1720,5629.5100,68.0000,1398.1100,2084.6400,20475.3200,218.7147,7.8660,False
1,2011-12-09,43.9300,3.1580,4640.6500,19.0000,105.0200,3639.4200,14461.8200,218.9618,7.8660,False
1,2011-12-16,51.6300,3.1590,5011.3200,67.0000,347.3700,225.7900,4011.3700,219.1795,7.8660,False
1,2011-12-23,47.9600,3.1120,2725.3600,40.4800,634.7000,24.9000,2739.4300,219.3577,7.8660,False
1,2011-12-30,44.5500,3.1290,5762.1000,46011.3800,260.3600,983.6500,4735.7800,219.5360,7.8660,True
1,2012-01-06,49.0100,3.1570,6277.3900,21813.1600,143.1000,1450.1300,8483.0000,219.7143,7.3480,False
1,2012-01-13,48.5300,3.2610,5183.2900,8025.8700,42.2400,453.0800,3719.3800,219.8925,7.3480,False
1,2012-01-20,54.1100,3.2680,4139.8700,2807.1900,33.8800,500.6200,3400.2100,219.9857,7.3480,False
1,2012-01-27,54.2600,3.2900,1164.4600,1082.7400,44.0000,11.0000,1222.1900,220.0789,7.3480,False
1,2012-02-03,56.5500,3.3600,34577.0600,3579.2100,160.5300,32403.8700,5630.4000,220.1720,7.3480,False
1,2012-02-10,48.0200,3.4090,13925.0600,6927.2300,101.6400,8471.8800,6886.0400,220.2652,7.3480,True
1,2012-02-17,45.3200,3.5100,9873.3300,11062.2700,9.8000,8409.3100,3402.6600,220.4258,7.3480,False
1,2012-02-24,57.2500,3.5550,9349.6100,7556.0100,3.2000,1219.9200,8143.5900,220.6369,7.3480,False
1,2012-03-02,60.9600,3.6300,15441.4000,1569.0000,10.8000,25390.8800,8067.6100,220.8480,7.3480,False
1,2012-03-09,58.7600,3.6690,10331.0400,151.8800,6.0000,671.4300,5509.8400,221.0592,7.3480,False
1,2012-03-16,64.7400,3.7340,4298.1600,7.5000,2.0200,2724.6500,2017.6900,221.2118,7.3480,False
1,2012-03-23,65.9300,3.7870,6118.5600,9.4800,4.9700,426.7200,3657.2200,221.2864,7.3480,False
1,2012-03-30,67.6100,3.8450,10309.5800,0.5000,10.2500,1654.1700,2642.7800,221.3610,7.3480,False
1,2012-04-06,70.4300,3.8910,10121.9700,3384.1766,77.9800,3750.5900,4510.7200,221.4356,7.1430,False
1,2012-04-13,69.0700,3.8910,6186.1900,3288.6900,17.0700,1822.5500,1063.7800,221.5102,7.1430,False
1,2012-04-20,66.7600,3.8770,2230.8000,612.0200,19.7500,275.1300,5747.1000,221.5641,7.1430,False
1,2012-04-27,67.2300,3.8140,3221.2500,3384.1766,35.4900,577.1400,6222.2500,221.6179,7.1430,False
1,2012-05-04,75.5500,3.7490,21290.1300,3384.1766,69.8900,4977.3500,3261.0400,221.6718,7.1430,False
1,2012-05-11,73.7700,3.6880,8351.4000,3384.1766,10.5200,2443.1400,3127.8800,221.7257,7.1430,False
1,2012-05-18,70.3300,3.6300,6154.1400,3384.1766,45.1100,1675.4900,5508.1800,221.7427,7.1430,False
1,2012-05-25,77.2200,3.5610,4039.3900,3384.1766,745.1900,1429.9600,3631.1300,221.7449,7.1430,False
1,2012-06-01,77.9500,3.5010,6086.2100,12.0000,370.5100,148.7500,3690.8500,221.7472,7.1430,False
1,2012-06-08,78.3000,3.4520,8813.8100,116.8000,64.5500,2652.0400,7161.9100,221.7495,7.1430,False
1,2012-06-15,79.3500,3.3930,5621.9900,109.6000,0.2500,2420.2800,3083.2600,221.7626,7.1430,False
1,2012-06-22,78.3900,3.3460,8624.5600,171.2500,3.0500,2524.0700,7063.6800,221.8030,7.1430,False
1,2012-06-29,84.8800,3.2860,3965.7300,161.6000,1760.1002,435.9900,4212.9700,221.8434,7.1430,False
1,2012-07-06,81.5700,3.2270,12218.7600,94.4000,192.8300,4066.0100,6149.0400,221.8838,6.9080,False
1,2012-07-13,77.1200,3.2560,7218.1300,45.2000,36.2400,3909.3800,2596.3700,221.9242,6.9080,False
1,2012-07-20,80.4200,3.3110,3213.0000,313.7200,9.5300,2262.0200,3228.1900,221.9327,6.9080,False
1,2012-07-27,82.6600,3.4070,7146.9000,389.0200,1.5900,10267.5400,4325.1900,221.9413,6.9080,False
1,2012-08-03,86.1100,3.4170,27584.7800,119.9800,30.2300,12007.0400,4661.7100,221.9499,6.9080,False
1,2012-08-10,85.0500,3.4940,11436.2200,245.0000,6.8500,6964.2600,4836.2200,221.9584,6.9080,False
1,2012-08-17,84.8500,3.5710,3662.0600,137.8600,4.8400,2752.2000,3446.1500,222.0384,6.9080,False
1,2012-08-24,77.6600,3.6200,6237.8300,260.0600,2.9700,3463.0300,7988.2500,222.1719,6.9080,False
1,2012-08-31,80.4900,3.6380,21442.7300,102.3200,21.7000,13209.6400,3032.9600,222.3055,6.9080,False
1,2012-09-07,83.9600,3.7300,5204.6800,35.7400,50.9400,4120.3200,2737.1700,222.4390,6.9080,True
1,2012-09-14,74.9700,3.7170,17212.5200,7.0000,18.7900,1523.1100,7992.7200,222.5820,6.9080,False
1,2012-09-21,69.8700,3.7210,6352.3000,7.6400,4.6900,1010.0600,6456.7100,222.7818,6.9080,False
1,2012-09-28,76.0800,3.6660,3666.2700,7.6400,1.6500,1417.9600,4744.2800,222.9817,6.9080,False
1,2012-10-05,68.5500,3.6170,8077.8900,3384.1766,18.2200,3617.4300,3626.1400,223.1815,6.5730,False
1,2012-10-12,62.9900,3.6010,2086.1800,3384.1766,8.1100,602.3600,5926.4500,223.3813,6.5730,False
1,2012-10-19,67.9700,3.5940,950.3300,3384.1766,4.9300,80.2500,2312.8500,223.4257,6.5730,False
1,2012-10-26,69.1600,3.5060,2585.8500,31.7500,6.0000,1057.1600,1305.0100,223.4443,6.5730,False
1,2012-11-02,55.3200,3.3860,6766.4400,5147.7000,50.8200,3639.9000,2737.4200,223.4628,6.5730,False
1,2012-11-09,61.2400,3.3140,11421.3200,3370.8900,40.2800,4646.7900,6154.1600,223.4813,6.5730,False
1,2012-11-16,52.9200,3.2520,9696.2800,292.1000,103.7800,1133.1500,6612.6900,223.5129,6.5730,False
1,2012-11-23,56.2300,3.2110,883.5900,4.1700,74910.3200,209.9100,303.3200,223.5619,6.5730,True
1,2012-11-30,52.3400,3.2070,2460.0300,3384.1766,3838.3500,150.5700,6966.3400,223.6110,6.5730,False
1,2012-12-07,64.1200,3.1980,6343.1600,3384.1766,270.0000,2928.9000,10147.9000,223.6600,6.5730,False
1,2012-12-14,48.8900,3.1680,3504.8300,3384.1766,73.2600,1636.8000,2779.6000,223.7193,6.5730,False
1,2012-12-21,56.0200,3.0980,8231.7100,3384.1766,274.0000,358.1500,2834.0200,223.8398,6.5730,False
1,2012-12-28,44.7900,3.1080,12659.5500,37101.1300,174.7800,74.4600,1208.8600,223.9604,6.5730,True
1,2013-01-04,41.7300,3.1610,1214.0800,25366.3300,15.0100,72.3600,3940.0200,224.0810,6.5250,False
1,2013-01-11,50.3200,3.2430,6520.2400,16134.6000,12.1700,774.5500,4001.2500,224.2016,6.5250,False
1,2013-01-18,42.9200,3.2370,3772.6900,3559.4600,3.8800,246.6200,1900.4000,224.2358,6.5250,False
1,2013-01-25,53.3700,3.2270,965.8900,1097.9100,0.1000,225.3600,1831.8800,224.2356,6.5250,False
1,2013-02-01,56.4600,3.2440,9290.9100,1359.9000,265.0000,20657.8200,972.6100,224.2353,6.5250,False
1,2013-02-08,56.6700,3.4170,32355.1600,729.8000,280.8900,20426.6100,4671.7800,224.2350,6.5250,True
1,2013-02-15,49.6600,3.4750,72937.2900,6665.5200,47.2100,13014.6700,6310.1800,224.2761,6.5250,False
1,2013-02-22,50.2500,3.5970,20107.7500,3163.8900,42.2000,15657.3000,5812.8600,224.4203,6.5250,False
1,2013-03-01,48.0100,3.7110,10610.7400,261.4600,2.8000,25.5400,2747.5900,224.5645,6.5250,False
1,2013-03-08,50.8100,3.6580,5000.5800,290.4600,78.7700,606.1500,3697.1100,224.7088,6.5250,False
1,2013-03-15,55.3300,3.6220,3808.1300,3384.1766,15.6500,2616.6000,1909.1700,224.8357,6.5250,False
1,2013-03-22,63.4200,3.6110,12553.9800,3384.1766,495.1000,6787.7500,2545.6600,224.9193,6.5250,False
1,2013-03-29,51.0000,3.6060,13067.4600,3384.1766,384.9000,122.9300,3903.8000,225.0029,6.5250,False
1,2013-04-05,58.5900,3.5830,12872.3400,5687.8600,485.9700,478.0400,5092.3300,225.0865,6.3140,False
1,2013-04-12,62.7200,3.5290,3672.4300,932.5800,52.8600,949.0700,2836.6400,225.1702,6.3140,False
1,2013-04-19,67.1000,3.4510,3530.3600,3.9500,107.5000,458.7600,2062.0500,225.1702,6.3140,False
1,2013-04-26,59.2300,3.4170,2387.7200,3384.1766,98.3400,516.2800,1421.6300,225.1702,6.3140,False
1,2013-05-03,66.6600,3.3860,2298.6300,2.0000,129.9000,55.4600,1301.0400,172.4608,7.8268,False
1,2013-05-10,63.9000,3.3920,4624.6100,83.8800,42.3800,1618.3100,8144.9000,172.4608,7.8268,False
1,2013-05-17,69.5300,3.4540,16170.5000,92.0000,8.3200,4127.2400,6206.9700,172.4608,7.8268,False
1,2013-05-24,77.1900,3.4940,7959.8900,178.0000,1621.4700,3152.5700,2938.7000,172.4608,7.8268,False
1,2013-05-31,78.0200,3.4660,2369.7700,142.4500,475.3500,45.5500,2056.8400,172.4608,7.8268,False
1,2013-06-07,76.4400,3.4390,3514.7500,742.5900,116.1500,1015.4400,5137.0900,172.4608,7.8268,False
1,2013-06-14,79.8600,3.4310,12592.3200,527.4800,402.8800,7474.5600,2484.4400,172.4608,7.8268,False
1,2013-06-21,81.3500,3.4790,8104.0200,417.9900,327.3300,5182.2500,3754.4400,172.4608,7.8268,False
1,2013-06-28,83.9400,3.4950,4205.9800,796.7000,6.8400,3816.7800,4812.7400,172.4608,7.8268,False
1,2013-07-05,79.8500,3.4220,7649.9900,3503.2900,1766.7700,9454.9600,1079.8900,172.4608,7.8268,False
1,2013-07-12,83.1200,3.4000,6089.9400,1362.4200,209.6200,2367.4200,2651.0500,172.4608,7.8268,False
1,2013-07-19,79.2600,3.5560,3117.0400,1060.3900,199.0500,1012.3000,5381.7200,172.4608,7.8268,False
1,2013-07-26,81.5400,3.6200,332.1700,673.1900,1.0000,38.6300,1245.2000,172.4608,7.8268,False
2,2010-02-05,40.1900,2.5720,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.7526,8.3240,False
2,2010-02-12,38.4900,2.5480,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.8980,8.3240,True
2,2010-02-19,39.6900,2.5140,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.9452,8.3240,False
2,2010-02-26,46.1000,2.5610,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.9760,8.3240,False
2,2010-03-05,47.1700,2.6250,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.0068,8.3240,False
2,2010-03-12,57.5600,2.6670,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.0376,8.3240,False
2,2010-03-19,54.5200,2.7200,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.8733,8.3240,False
2,2010-03-26,51.2600,2.7320,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.6766,8.3240,False
2,2010-04-02,63.2700,2.7190,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.4799,8.2000,False
2,2010-04-09,65.4100,2.7700,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.2832,8.2000,False
2,2010-04-16,68.0700,2.8080,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.1495,8.2000,False
2,2010-04-23,65.1100,2.7950,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.1001,8.2000,False
2,2010-04-30,66.9800,2.7800,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.0506,8.2000,False
2,2010-05-07,71.2800,2.8350,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.0011,8.2000,False
2,2010-05-14,73.3100,2.8540,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,209.9985,8.2000,False
2,2010-05-21,74.8300,2.8260,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.2768,8.2000,False
2,2010-05-28,81.1300,2.7590,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.5552,8.2000,False
2,2010-06-04,81.8100,2.7050,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.8336,8.2000,False
2,2010-06-11,83.4000,2.6680,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.1120,8.2000,False
2,2010-06-18,85.8100,2.6370,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.1097,8.2000,False
2,2010-06-25,86.2600,2.6530,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.9950,8.2000,False
2,2010-07-02,82.7400,2.6690,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.8804,8.0990,False
2,2010-07-09,82.5900,2.6420,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.7657,8.0990,False
2,2010-07-16,85.3200,2.6230,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.7578,8.0990,False
2,2010-07-23,87.6600,2.6080,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,210.8921,8.0990,False
2,2010-07-30,83.4900,2.6400,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.0265,8.0990,False
2,2010-08-06,89.5300,2.6270,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.1608,8.0990,False
2,2010-08-13,89.0500,2.6920,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.2951,8.0990,False
2,2010-08-20,88.7000,2.6640,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.2597,8.0990,False
2,2010-08-27,87.1200,2.6190,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.2242,8.0990,False
2,2010-09-03,81.8300,2.5770,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.1887,8.0990,False
2,2010-09-10,79.0900,2.5650,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.1532,8.0990,True
2,2010-09-17,82.0500,2.5820,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.1806,8.0990,False
2,2010-09-24,81.7900,2.6240,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.2553,8.0990,False
2,2010-10-01,69.2400,2.6030,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.3299,8.1630,False
2,2010-10-08,63.1900,2.6330,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.4045,8.1630,False
2,2010-10-15,65.8000,2.7200,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.4713,8.1630,False
2,2010-10-22,68.5000,2.7250,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.5187,8.1630,False
2,2010-10-29,66.2400,2.7160,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.5661,8.1630,False
2,2010-11-05,57.8500,2.6890,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.6135,8.1630,False
2,2010-11-12,59.6900,2.7280,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.6609,8.1630,False
2,2010-11-19,50.8100,2.7710,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.5470,8.1630,False
2,2010-11-26,62.9800,2.7350,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.4063,8.1630,True
2,2010-12-03,49.3300,2.7080,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.2655,8.1630,False
2,2010-12-10,45.5000,2.8430,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.1248,8.1630,False
2,2010-12-17,47.5500,2.8690,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.0645,8.1630,False
2,2010-12-24,49.9700,2.8860,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.0647,8.1630,False
2,2010-12-31,47.3000,2.9430,7032.3718,3384.1766,1760.1002,3292.9359,4132.2164,211.0648,8.1630,True
