id,label
1058,3
1059,8
1060,3
1061,8
1062,5
1063,9
1064,6
1065,1
1066,2
1067,5
1068,2
1069,1
1070,4
1071,3
1072,7
1073,5
1074,9
1075,3
1076,9
1077,3
1078,2
1079,9
1080,1
1081,8
1082,5
1083,9
1084,7
1085,2
1086,6
1087,0
1088,8
1089,5
1090,7
1091,1
1092,5
1093,8
1094,5
1095,7
1096,1
1097,5
1098,0
1099,3
1100,9
1101,3
1102,6
1103,9
1104,1
1105,3
1106,9
1107,8
1108,2
1109,2
1110,3
1111,2
1112,5
1113,9
1114,7
1115,9
1116,9
1117,8
1118,9
1119,7
1120,0
1121,3
1122,3
1123,2
1124,0
1125,3
1126,7
1127,6
1128,3
1129,3
1130,2
1131,0
1132,6
1133,6
1134,5
1135,5
1136,7
1137,5
1138,9
1139,8
1140,2
1141,9
1142,8
1143,0
1144,4
1145,0
1146,1
1147,2
1148,0
1149,4
1150,7
1151,3
1152,8
1153,5
1154,1
1155,6
1156,6
1157,5
1158,5
1159,4
1160,6
1161,3
1162,6
1163,8
1164,2
1165,3
1166,7
1167,0
1168,7
1169,0
1170,4
1171,1
1172,9
1173,5
1174,7
1175,8
1176,6
1177,6
1178,8
1179,0
1180,7
1181,2
1182,8
1183,4
1184,8
1185,2
1186,0
1187,9
1188,0
1189,0
1190,2
1191,9
1192,6
1193,6
1194,5
1195,6
1196,0
1197,3
1198,7
1199,5
1200,5
1201,7
1202,9
1203,3
1204,4
1205,5
1206,0
1207,5
1208,2
1209,3
1210,2
1211,6
1212,0
1213,4
1214,9
1215,0
1216,7
1217,0
1218,9
1219,7
1220,2
1221,6
1222,4
1223,6
1224,9
1225,5
1226,4
1227,7
1228,0
1229,6
1230,8
1231,8
1232,9
1233,9
1234,9
1235,0
1236,9
1237,8
1238,6
1239,4
1240,8
1241,1
1242,9
1243,1
1244,0
1245,5
1246,8
1247,6
1248,9
1249,6
1250,0
1251,8
1252,1
1253,3
1254,9
1255,4
1256,8
1257,4
1258,3
1259,2
1260,6
1261,0
1262,8
1263,9
1264,9
1265,4
1266,3
1267,0
1268,2
1269,4
1270,4
1271,0
1272,3
1273,5
1274,7
1275,5
1276,7
1277,7
1278,9
1279,0
1280,9
1281,5
1282,3
1283,8
1284,2
1285,4
1286,2
1287,3
1288,1
1289,2
1290,8
1291,9
1292,2
1293,8
1294,1
1295,4
1296,2
1297,0
1298,4
1299,5
1300,4
1301,8
1302,1
1303,7
1304,4
1305,1
1306,1
1307,0
1308,2
1309,7
1310,7
1311,4
1312,4
1313,4
1314,4
1315,8
1316,4
1317,3
1318,6
1319,6
1320,0
1321,1
1322,3
1323,9
1324,8
1325,4
1326,8
1327,9
1328,6
1329,2
1330,0
1331,5
1332,5
1333,9
1334,4
1335,2
1336,0
1337,8
1338,8
1339,0
1340,4
1341,0
1342,7
1343,6
1344,9
1345,5
1346,3
1347,5
1348,4
1349,4
1350,4
1351,4
1352,3
1353,7
1354,9
1355,2
1356,5
1357,1
1358,8
1359,3
1360,2
1361,6
1362,9
1363,6
1364,3
1365,1
1366,7
1367,4
1368,6
1369,3
1370,7
1371,8
1372,6
1373,2
1374,4
1375,6
1376,8
1377,0
1378,1
1379,9
1380,9
1381,1
1382,0
1383,0
1384,8
1385,9
1386,4
1387,7
1388,4
1389,4
1390,1
1391,9
1392,8
1393,8
1394,6
1395,1
1396,7
1397,4
1398,8
1399,8
1400,8
1401,0
1402,5
1403,6
1404,6
1405,8
1406,3
1407,4
1408,4
1409,1
1410,2
1411,1
1412,5
1413,7
1414,1
1415,7
1416,2
1417,8
1418,5
1419,9
1420,5
1421,6
1422,1
1423,9
1424,5
1425,0
1426,4
1427,3
1428,3
1429,0
1430,8
1431,2
1432,8
1433,0
1434,9
1435,0
1436,4
1437,6
1438,9
1439,2
1440,8
1441,2
1442,7
1443,7
1444,2
1445,2
1446,7
1447,1
1448,6
1449,1
1450,3
1451,4
1452,4
1453,8
1454,6
1455,0
1456,1
1457,9
1458,4
1459,2
1460,7
1461,5
1462,3
1463,9
1464,0
1465,1
1466,9
1467,0
1468,9
1469,8
1470,7
1471,0
1472,4
1473,9
1474,0
1475,5
1476,2
1477,1
1478,0
1479,2
1480,8
1481,8
1482,0
1483,5
1484,7
1485,6
1486,6
1487,5
1488,3
1489,7
1490,7
1491,7
1492,4
1493,2
1494,0
1495,1
1496,7
1497,3
1498,2
1499,7
1500,3
1501,2
1502,2
1503,1
1504,5
1505,9
1506,9
1507,8
1508,0
1509,8
1510,4
1511,3
1512,3
1513,8
1514,5
1515,0
1516,8
1517,4
1518,5
1519,7
1520,5
1521,1
1522,5
1523,0
1524,2
1525,0
1526,5
1527,4
1528,2
1529,3
1530,6
1531,2
1532,6
1533,2
1534,2
1535,3
1536,4
1537,6
1538,6
1539,5
1540,3
1541,0
1542,1
1543,2
1544,7
1545,7
1546,5
1547,3
1548,1
1549,1
1550,7
1551,6
1552,1
1553,6
1554,3
1555,3
1556,3
1557,3
1558,4
1559,8
1560,1
1561,0
1562,7
1563,7
1564,6
1565,8
1566,1
1567,2
1568,5
1569,3
1570,4
1571,1
1572,1
1573,9
1574,3
1575,1
1576,4
1577,2
1578,7
1579,1
1580,6
1581,5
1582,7
1583,7
1584,7
1585,6
1586,6
1587,1
1588,9
1589,5
1590,0
1591,9
1592,5
1593,7
1594,0
1595,0
1596,4
1597,6
1598,8
1599,0
1600,1
1601,5
1602,0
1603,9
1604,3
1605,1
1606,1
1607,2
1608,0
1609,3
1610,2
1611,9
1612,1
1613,9
1614,6
1615,2
1616,4
1617,8
1618,8
1619,5
1620,9
1621,2
1622,1
1623,9
1624,4
1625,4
1626,3
1627,0
1628,6
1629,6
1630,0
1631,4
1632,1
1633,0
1634,9
1635,5
1636,6
1637,5
1638,6
1639,9
1640,4
1641,4
1642,2
1643,6
1644,8
1645,4
1646,7
1647,6
1648,5
1649,9
1650,8
1651,7
1652,1
1653,9
1654,5
1655,4
1656,3
1657,5
1658,4
1659,3
1660,4
1661,1
1662,5
1663,5
1664,4
1665,0
1666,8
1667,4
1668,4
1669,0
1670,9
1671,2
1672,8
1673,9
1674,8
1675,0
1676,2
1677,2
1678,2
1679,6
1680,7
1681,8
1682,1
1683,9
1684,8
1685,0
1686,3
1687,8
1688,6
1689,8
1690,1
1691,6
1692,5
1693,4
1694,2
1695,1
1696,4
1697,3
1698,9
1699,7
1700,8
1701,3
1702,0
1703,8
1704,3
1705,4
1706,2
1707,9
1708,1
1709,0
1710,0
1711,3
1712,0
1713,4
1714,5
1715,9
1716,0
1717,7
1718,5
1719,9
1720,5
1721,8
1722,8
1723,6
1724,3
1725,1
1726,9
1727,5
1728,2
1729,4
1730,7
1731,6
1732,1
1733,8
1734,6
1735,9
1736,3
1737,1
1738,3
1739,7
1740,4
1741,0
1742,6
1743,7
1744,6
1745,9
1746,2
1747,4
1748,1
1749,9
1750,8
1751,5
1752,8
1753,2
1754,2
1755,5
1756,0
1757,2
1758,0
1759,7
1760,0
1761,6
1762,6
1763,4
1764,8
1765,7
1766,9
1767,6
1768,9
1769,2
1770,3
1771,8
1772,8
1773,3
1774,9
1775,9
1776,8
1777,7
1778,2
1779,3
1780,5
1781,5
1782,1
1783,8
1784,7
1785,4
1786,3
1787,5
1788,2
1789,2
1790,2
1791,1
1792,4
1793,2
1794,2
1795,8
1796,4
1797,9
1798,8
1799,2
1800,1
1801,2
1802,5
1803,6
1804,3
1805,4
1806,5
1807,7
1808,6
1809,7
1810,6
1811,5
1812,0
1813,2
1814,4
1815,4
1816,3
1817,0
1818,4
1819,2
1820,6
1821,1
1822,8
1823,8
1824,3
1825,0
1826,7
1827,4
1828,9
1829,7
1830,9
1831,2
1832,0
1833,4
1834,7
1835,3
1836,7
1837,6
1838,6
1839,2
1840,3
1841,7
1842,3
1843,6
1844,8
1845,2
1846,3
1847,3
1848,5
1849,5
1850,5
1851,2
1852,4
1853,2
1854,8
1855,7
1856,4
1857,3
1858,7
1859,7
1860,8
1861,5
1862,2
1863,8
1864,4
1865,3
1866,5
1867,4
1868,2
1869,9
1870,1
1871,4
1872,0
1873,0
1874,5
1875,6
1876,5
1877,6
1878,8
1879,0
1880,3
1881,4
1882,4
1883,4
1884,2
1885,2
1886,0
1887,5
1888,0
1889,3
1890,4
1891,7
1892,7
1893,3
1894,9
1895,7
1896,3
1897,7
1898,3
1899,7
1900,7
1901,7
1902,1
1903,7
1904,4
1905,4
1906,7
1907,9
1908,1
1909,7
1910,7
1911,4
1912,5
1913,9
1914,0
1915,8
1916,7
1917,3
1918,6
1919,2
1920,3
1921,8
1922,2
1923,5
1924,4
1925,8
1926,4
1927,0
1928,7
1929,5
1930,2
1931,7
1932,7
1933,2
1934,6
1935,4
1936,0
1937,2
1938,4
1939,3
1940,8
1941,9
1942,4
1943,5
1944,5
1945,6
1946,7
1947,1
1948,9
1949,6
1950,5
1951,0
1952,3
1953,4
1954,4
1955,0
1956,6
1957,6
1958,8
1959,3
1960,6
1961,0
1962,3
1963,3
1964,3
1965,8
1966,3
1967,3
1968,8
1969,4
1970,3
1971,8
1972,2
1973,9
1974,1
1975,4
1976,9
1977,5
1978,0
1979,6
1980,5
1981,0
1982,2
1983,6
1984,5
1985,4
1986,1
1987,5
1988,9
1989,0
1990,6
1991,2
1992,5
1993,4
1994,5
1995,8
1996,2
1997,8
1998,7
1999,5
2000,0
2001,7
2002,9
2003,9
2004,8
2005,2
2006,1
2007,0
2008,2
2009,7
2010,5
2011,0
2012,3
2013,8
2014,5
2015,0
2016,7
2017,9
2018,5
2019,8
2020,6
2021,9
2022,0
2023,7
2024,1
2025,9
2026,3
2027,5
2028,0
2029,5
2030,1
2031,7
2032,8
2033,9
2034,2
2035,0
2036,0
2037,8
2038,1
2039,1
2040,1
2041,6
2042,2
2043,3
2044,6
2045,2
2046,7
2047,1
2048,9
2049,3
2050,7
2051,6
2052,3
2053,1
2054,0
2055,5
2056,9
2057,4
2058,3
2059,9
2060,5
2061,0
2062,9
2063,2
2064,7
2065,5
2066,8
2067,0
2068,1
2069,3
2070,4
2071,8
2072,5
2073,1
2074,5
2075,7
2076,7
2077,2
2078,8
2079,4
2080,2
2081,2
2082,5
2083,3
2084,3
2085,1
2086,4
2087,9
2088,2
2089,4
2090,5
2091,2
2092,2
2093,3
2094,2
2095,1
2096,5
2097,8
2098,9
2099,2
2100,6
2101,6
2102,1
2103,7
2104,7
2105,5
2106,4
2107,4
2108,0
2109,5
2110,8
2111,8
2112,6
2113,6
2114,7
2115,2
2116,6
2117,4
2118,5
2119,1
2120,7
2121,5
2122,2
2123,4
2124,4
2125,6
2126,5
2127,2
2128,3
2129,8
2130,9
2131,3
2132,4
2133,3
2134,2
2135,6
2136,7
2137,2
2138,3
2139,2
2140,7
2141,7
2142,3
2143,0
2144,1
2145,4
2146,0
2147,6
2148,5
2149,5
2150,1
2151,6
2152,7
2153,6
2154,1
2155,3
2156,4
2157,0
2158,9
2159,9
2160,6
2161,8
2162,8
2163,3
2164,2
2165,3
2166,3
2167,8
2168,5
2169,3
2170,0
2171,9
2172,0
2173,8
2174,1
2175,3
2176,4
2177,8
2178,2
2179,4
2180,6
2181,1
2182,3
2183,5
2184,5
2185,1
2186,1
2187,1
2188,9
2189,5
2190,0
2191,4
2192,2
2193,9
2194,2
2195,5
2196,7
2197,4
2198,3
2199,3
2200,9
2201,1
2202,7
2203,2
2204,6
2205,1
2206,2
2207,9
2208,7
2209,9
2210,0
2211,4
2212,7
2213,8
2214,4
2215,9
2216,9
2217,4
2218,2
2219,9
2220,9
2221,8
2222,8
2223,6
2224,3
2225,2
2226,4
2227,6
2228,1
2229,7
2230,8
2231,2
2232,5
2233,8
2234,0
2235,4
2236,4
2237,5
2238,2
2239,4
2240,6
2241,5
2242,6
2243,5
2244,7
2245,7
2246,4
2247,5
2248,2
2249,0
2250,1
2251,1
2252,9
2253,6
2254,4
2255,3
2256,8
2257,7
2258,4
2259,0
2260,1
2261,5
2262,5
2263,0
2264,7
2265,0
2266,8
2267,5
2268,6
2269,1
2270,2
2271,3
2272,5
2273,8
2274,9
2275,6
2276,7
2277,6
2278,0
2279,7
2280,3
2281,1
2282,9
2283,4
2284,1
2285,8
2286,8
2287,1
2288,0
2289,6
2290,1
2291,7
2292,2
2293,5
2294,4
2295,5
2296,6
2297,6
2298,4
2299,8
2300,6
2301,4
2302,7
2303,9
2304,9
2305,4
2306,5
2307,1
2308,3
2309,9
2310,8
2311,6
2312,7
2313,3
2314,9
2315,5
2316,2
2317,5
2318,2
2319,1
2320,7
2321,1
2322,7
2323,0
2324,8
2325,3
2326,8
2327,3
2328,4
2329,1
2330,4
2331,0
2332,7
2333,9
2334,8
2335,5
2336,5
2337,6
2338,3
2339,9
2340,1
2341,2
2342,0
2343,0
2344,2
2345,8
2346,0
2347,2
2348,9
2349,3
2350,2
2351,0
2352,9
2353,9
2354,3
2355,2
2356,0
2357,6
2358,9
2359,7
2360,3
2361,7
2362,5
2363,1
2364,4
2365,6
2366,0
2367,7
2368,5
2369,8
2370,6
2371,7
2372,5
2373,2
2374,5
2375,5
2376,3
2377,3
2378,2
2379,2
2380,9
2381,9
2382,8
2383,8
2384,3
2385,5
2386,4
2387,3
2388,2
2389,8
2390,1
2391,1
2392,0
2393,7
2394,2
2395,1
2396,8
2397,7
2398,7
2399,5
2400,7
2401,6
2402,0
2403,4
2404,0
2405,3
2406,7
2407,3
2408,6
2409,2
2410,6
2411,5
2412,6
2413,3
2414,0
2415,3
2416,4
2417,5
2418,8
2419,4
2420,4
2421,0
2422,0
2423,1
2424,0
2425,6
2426,3
2427,8
2428,0
2429,1
2430,0
2431,7
2432,1
2433,3
2434,1
2435,8
2436,0
2437,2
2438,9
2439,8
2440,6
2441,5
2442,8
2443,4
2444,3
2445,4
2446,1
2447,0
2448,3
2449,9
2450,7
2451,4
2452,0
2453,3
2454,0
2455,8
2456,1
2457,1
2458,5
2459,7
2460,0
2461,0
2462,4
2463,8
2464,8
2465,8
2466,4
2467,1
2468,2
2469,9
2470,1
2471,2
2472,8
2473,7
2474,0
2475,7
2476,6
2477,2
2478,9
2479,0
2480,6
2481,7
2482,7
2483,5
2484,8
2485,2
2486,4
2487,4
2488,8
2489,4
2490,8
2491,0
2492,2
2493,7
2494,7
2495,6
2496,9
2497,1
2498,9
2499,9
2500,7
2501,5
2502,3
2503,7
2504,6
2505,0
2506,3
2507,9
2508,2
2509,9
2510,5
2511,6
2512,1
2513,0
2514,0
2515,2
2516,4
2517,5
2518,6
2519,3
2520,6
2521,4
2522,3
2523,5
2524,8
2525,9
2526,3
2527,9
2528,3
2529,4
2530,9
2531,3
2532,9
2533,5
2534,2
2535,8
2536,2
2537,6
2538,2
2539,2
2540,7
2541,2
2542,7
2543,6
2544,2
2545,4
2546,1
2547,2
2548,9
2549,9
2550,5
2551,2
2552,9
2553,8
2554,7
2555,7
2556,5
2557,6
2558,2
2559,8
2560,3
2561,7
2562,2
2563,3
2564,7
2565,3
2566,3
2567,6
2568,2
2569,1
2570,1
2571,1
2572,6
2573,9
2574,4
2575,0
2576,2
2577,4
2578,8
2579,0
2580,5
2581,4
2582,3
2583,1
2584,6
2585,1
2586,9
2587,8
2588,1
2589,1
2590,2
2591,8
2592,4
2593,8
2594,8
2595,3
2596,2
2597,6
2598,1
2599,0
2600,8
2601,1
2602,7
2603,6
2604,8
2605,5
2606,6
2607,3
2608,6
2609,7
2610,9
2611,2
2612,7
2613,7
2614,0
2615,7
2616,1
2617,7
2618,0
2619,6
2620,2
2621,7
2622,5
2623,0
2624,6
2625,9
2626,6
2627,2
2628,3
2629,1
2630,4
2631,1
2632,6
2633,9
2634,0
2635,5
2636,8
2637,9
2638,9
2639,6
2640,0
2641,8
2642,2
2643,0
2644,8
2645,9
2646,9
2647,8
2648,4
2649,3
2650,3
2651,6
2652,7
2653,0
2654,6
2655,4
2656,9
2657,1
2658,5
2659,8
2660,0
2661,0
2662,1
2663,0
2664,8
2665,9
2666,3
2667,8
2668,9
2669,3
2670,7
2671,8
2672,9
2673,4
2674,4
2675,6
2676,0
2677,9
2678,7
2679,2
2680,8
2681,0
2682,6
2683,2
2684,0
2685,6
2686,5
2687,5
2688,8
2689,5
2690,8
2691,6
2692,4
2693,0
2694,2
2695,6
2696,4
2697,3
2698,6
2699,2
2700,3
2701,7
2702,7
2703,2
2704,4
2705,2
2706,4
2707,9
2708,0
2709,2
2710,5
2711,4
2712,5
2713,4
2714,6
2715,0
2716,7
2717,7
2718,5
2719,0
2720,2
2721,0
2722,8
2723,5
2724,3
2725,7
2726,4
2727,5
2728,1
2729,9
2730,6
2731,5
2732,1
2733,8
2734,5
2735,4
2736,8
2737,5
2738,2
2739,3
2740,3
2741,8
2742,2
2743,2
2744,8
2745,2
2746,5
2747,7
2748,5
2749,5
2750,8
2751,7
2752,6
2753,1
2754,1
2755,8
2756,5
2757,1
2758,9
2759,9
2760,2
2761,2
2762,9
2763,1
2764,5
2765,2
2766,1
2767,3
2768,9
2769,9
2770,1
2771,3
2772,1
2773,2
2774,0
2775,6
2776,1
2777,7
2778,6
2779,8
2780,4
2781,0
2782,3
2783,3
2784,7
2785,2
2786,3
2787,6
2788,4
2789,5
2790,2
2791,7
2792,2
2793,4
2794,9
2795,5
2796,1
2797,6
2798,8
2799,8
2800,2
2801,1
2802,7
2803,1
2804,8
2805,0
2806,8
2807,5
2808,7
2809,0
2810,3
2811,6
2812,4
2813,2
2814,7
2815,7
2816,8
2817,2
2818,8
2819,9
2820,8
2821,8
2822,4
2823,6
2824,7
2825,0
2826,1
2827,2
2828,1
2829,1
2830,9
2831,4
2832,6
2833,4
2834,2
2835,7
2836,4
2837,6
2838,1
2839,9
2840,4
2841,9
2842,1
2843,4
2844,5
2845,1
2846,9
2847,2
2848,8
2849,0
2850,1
2851,5
2852,1
2853,7
2854,9
2855,2
2856,0
2857,4
2858,8
2859,4
2860,0
2861,2
2862,0
2863,1
2864,0
2865,5
2866,3
2867,6
2868,2
2869,2
2870,2
2871,2
2872,6
2873,6
2874,8
2875,6
2876,2
2877,3
2878,5
2879,2
2880,8
2881,9
2882,8
2883,0
2884,1
2885,5
2886,0
2887,9
2888,1
2889,6
2890,7
2891,9
2892,7
2893,3
2894,6
2895,2
2896,0
2897,4
2898,7
2899,6
2900,4
2901,4
2902,5
2903,2
2904,3
2905,4
2906,4
2907,5
2908,2
2909,9
2910,6
2911,1
2912,4
2913,7
2914,4
2915,8
2916,6
2917,5
2918,9
2919,8
2920,9
2921,9
2922,4
2923,4
2924,8
2925,6
2926,6
2927,4
2928,2
2929,1
2930,8
2931,3
2932,3
2933,0
2934,3
2935,8
2936,9
2937,2
2938,6
2939,2
2940,6
2941,5
2942,6
2943,8
2944,4
2945,3
2946,5
2947,0
2948,3
2949,2
2950,0
2951,0
2952,4
2953,8
2954,9
2955,8
2956,6
2957,9
2958,2
2959,1
2960,0
2961,7
2962,9
2963,0
2964,5
2965,0
2966,6
2967,2
2968,0
2969,6
2970,7
2971,6
2972,2
2973,6
2974,7
2975,8
2976,2
2977,4
2978,7
2979,6
2980,8
2981,7
2982,7
2983,3
2984,2
2985,5
2986,9
2987,3
2988,8
2989,2
2990,6
2991,4
2992,9
2993,6
2994,2
2995,1
2996,4
2997,0
2998,6
